Sentence,Sentiment
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
"I won.",Optimistic
"I lost.",Pessimistic
"I will win.",Optimistic
"I will lose.",Pessimistic
